idx,section,compte,intitule,date,piece,jnl,libelle,debit,credit,solde,lettrage,page
199,FOURNISSEURS,FEASYCASH,EASYCASH,04/05/2026,W7VDQE8,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL PC - PORTAB -,363.96,,0.0,A,7
200,FOURNISSEURS,FFCSC,ASSO FCSC,07/01/2026,FA00000525,AC,ASSO FCSC,,360.0,-360.0,A,7
201,FOURNISSEURS,FFCSC,ASSO FCSC,14/01/2026,FA00000527,AC,ASSO FCSC,,4000.0,-4360.0,A,7
202,FOURNISSEURS,FFCSC,ASSO FCSC,19/01/2026,3048521,BQ,EVI FC SAINT CLAUDE,4000.0,,-360.0,A,7
203,FOURNISSEURS,FFCSC,ASSO FCSC,30/04/2026,,BQ,FCSC RUGBY,360.0,,0.0,A,7
204,FOURNISSEURS,FFCSC,ASSO FCSC,26/05/2026,FA00000654,AC,ASSO FCSC,,4491.0,-4491.0,A,7
205,FOURNISSEURS,FFCSC,ASSO FCSC,03/06/2026,W82Z76L,BQ,VIR INST POUR FC SAINT CLAUDE PRESTATION SARL WE,4491.0,,0.0,A,7
206,FOURNISSEURS,FFHGROUP,FH GROUP,01/05/2026,FAC-2026-001,AC,FH GROUP,,1372.92,-1372.92,A,7
207,FOURNISSEURS,FFHGROUP,FH GROUP,26/05/2026,W80LQ48,BQ,VIR INST DE SARL WE FORM PRESTATION D'INTERVENTION,1372.92,,0.0,A,7
208,FOURNISSEURS,FFILIZ,FILIZ,26/07/2025,F-2025-07-26-135,AC,FILIZ,,630.0,-630.0,A,7
209,FOURNISSEURS,FFILIZ,FILIZ,08/08/2025,7498042,BQ,EVI FILIZ,630.0,,0.0,A,7
210,FOURNISSEURS,FFILIZ,FILIZ,10/10/2025,W6K5THN,BQ,VIR INST,750.0,,750.0,D,7
211,FOURNISSEURS,FFILIZ,FILIZ,10/10/2025,,AC,FILIZ - FACTURE AOUT (FNP),,750.0,0.0,D,7
212,FOURNISSEURS,FFILIZ,FILIZ,14/10/2025,00WBS2S,BQ,PRLV SEPA GC RE FILIZ,210.0,,210.0,E,7
213,FOURNISSEURS,FFILIZ,FILIZ,14/10/2025,F-2025-09-28-1640,AC,FILIZ - F-2025-09-28-1640 (FNP),,210.0,0.0,E,7
214,FOURNISSEURS,FFILIZ,FILIZ,04/11/2025,010LRJS,BQ,PRLV SEPA GC RE FILIZ,120.0,,120.0,F,7
215,FOURNISSEURS,FFILIZ,FILIZ,04/11/2025,F-2025-11-02-1792,AC,FILIZ - F-2025-11-02-1792 (FNP),,120.0,0.0,F,7
216,FOURNISSEURS,FFILIZ,FILIZ,04/12/2025,017VK3K,BQ,PRLV SEPA GC RE FILIZ,90.0,,90.0,G,7
217,FOURNISSEURS,FFILIZ,FILIZ,04/12/2025,F-2025-12-02-1946,AC,FILIZ - F-2025-12-02-1946 (FNP),,90.0,0.0,G,7
218,FOURNISSEURS,FFILIZ,FILIZ,02/01/2026,F-2026-01-02-213,AC,FILIZ,,150.0,-150.0,B,8
219,FOURNISSEURS,FFILIZ,FILIZ,06/01/2026,01FQLML,BQ,PRLV SEPA GC RE FILIZ,150.0,,0.0,B,8
220,FOURNISSEURS,FFILIZ,FILIZ,30/01/2026,F-2026-01-30-223,AC,FILIZ,,90.0,-90.0,B,8
221,FOURNISSEURS,FFILIZ,FILIZ,03/02/2026,01LSAHC,BQ,PRLV SEPA GC RE FILIZ,90.0,,0.0,B,8
222,FOURNISSEURS,FFILIZ,FILIZ,04/03/2026,F-2026-03-04-243,AC,FILIZ,,30.0,-30.0,B,8
223,FOURNISSEURS,FFILIZ,FILIZ,06/03/2026,01TX3BY,BQ,PRLV SEPA GC RE FILIZ,30.0,,0.0,B,8
224,FOURNISSEURS,FFILIZ,FILIZ,02/04/2026,F-2026-04-02-259,AC,FILIZ,,108.0,-108.0,B,8
225,FOURNISSEURS,FFILIZ,FILIZ,08/04/2026,021EJY4,BQ,PRLV SEPA GC RE FILIZ,108.0,,0.0,B,8
226,FOURNISSEURS,FFILIZ,FILIZ,06/05/2026,F-2026-05-06-280,AC,FILIZ,,60.0,-60.0,C,8
227,FOURNISSEURS,FFILIZ,FILIZ,08/05/2026,028YIR7,BQ,PRLV SEPA GC RE FILIZ,60.0,,0.0,C,8
228,FOURNISSEURS,FFILIZ,FILIZ,02/06/2026,F-2026-06-02-296,AC,FILIZ,,30.0,-30.0,B,8
229,FOURNISSEURS,FFILIZ,FILIZ,04/06/2026,02ERUUF,BQ,PRLV SEPA GC RE FILIZ,30.0,,0.0,B,8
230,FOURNISSEURS,FFILIZ,FILIZ,02/07/2026,F-2026-07-02-318,AC,FILIZ,,450.0,-450.0,B,8
231,FOURNISSEURS,FFILIZ,FILIZ,06/07/2026,02MKT38,BQ,PRLV SEPA GC RE FILIZ,450.0,,0.0,B,8
232,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,29/04/2025,5143201,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 04.2026 INPI,,190.0,-190.0,A,8
233,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/04/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 04.2025 IK,,832.63,-1022.63,H,8
234,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/04/2025,,AC,NOTE DE FRAIS GRANDCLEMENT A 04.2026 APPLICATION,,439.63,-1462.26,A,8
235,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,20/05/2025,4665464,BQ,BOLT + SUPABASE,439.63,,-1022.63,A,8
236,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,20/05/2025,WM7E44A,BQ,VIR INST FRAIS AVRIL STEPHANIE,190.0,,-832.63,A,8
237,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,27/05/2025,W5P53A2,BQ,VIR INST FRAIS MAI ANTHONY,311.2,,-521.43,B,8
238,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/05/2025,,AC,NOTE DE FRAIS GRANDCLEMENT A 05.2026 IK,,489.04,-1010.47,B,8
239,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2025,,AC,NOTE DE FRAIS GRANDCLEMENT BOLT + ABO + DIGIFORMA,,311.2,-1321.67,B,8
240,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,27/06/2025,W5WBR6W,BQ,IK ANTHONY 05/06.2025,489.04,,-832.63,B,8
241,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/06/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 06.2025 PEAGE,,22.0,-854.63,B,8
242,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/06/2025,,AC,NOTE DE FRAIS XAVIER GANSSENS 06.2025 IK + BOLT,,644.4,-1499.03,B,8
243,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,08/07/2025,W5Z8VLG,BQ,VIR INST FRAIS JUIN XAVIER,644.4,,-854.63,B,8
244,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,12/07/2025,W60FPL7,BQ,VIR INST FRAIS JUILLET ANTHONY,158.9,,-695.73,B,8
245,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,12/07/2025,W60FPQS,BQ,VIR INST FRAIS JUILLET STEPHANIE,65.0,,-630.73,B,8
246,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 07.2025 IK,,587.61,-1218.34,B,8
247,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 07.2025 IK,,176.68,-1395.02,B,8
248,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 07.2025 IK,,163.62,-1558.64,B,8
249,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 07.2025 IK,,395.11,-1953.75,B,8
250,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 07.2026 IK,,341.53,-2295.28,B,8
251,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS GRANDCLEMENT 07.2025 TRANSPORT,,158.9,-2454.18,B,8
252,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVEHAGHEL 07.2025 TRANSP,,65.0,-2519.18,B,8
253,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,04/08/2025,,AC,NOTE DE FRAIS ANTHONY G 08.2025 SUPABASE (AVANCE),,1508.17,-4027.35,J,8
254,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,04/08/2025,7338727,BQ,EVI ANTHONY GRANDCLEMENT - RBT SUPABASE,1508.17,,-2519.18,J,8
255,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,08/08/2025,7487796,BQ,EVI STEPHANIE HOUVENAGHEL,176.68,,-2342.5,B,8
256,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,08/08/2025,7490125,BQ,EVI XAVIER GAUSSENS 22015492DXJ FRAIS XG JUIN2,22.0,,-2320.5,B,8
257,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,08/08/2025,7490250,BQ,EVI XAVIER GAUSSENS 22015492DXJ FRAIS XG JUILLET,587.61,,-1732.89,B,8
258,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,18/08/2025,7713842,BQ,EVI XAVIER GAUSSENS 22015492DXJ FRAIS XG JUILLET 2,341.53,,-1391.36,B,8
259,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,18/08/2025,7713902,BQ,EVI ANTHONY GRANDCLEMENT 22015492DXJ FRAIS AG JUIL,395.11,,-996.25,B,9
260,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,18/08/2025,7713950,BQ,EVI STEPHANIE HOUVENAGHEL 22015492DXJ FRAIS SH JUI,163.62,,-832.63,B,9
261,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,19/08/2025,W6816J2,BQ,IK ANTHONY 08.2025,419.35,,-413.28,B,9
262,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/08/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 08.2025 IK,,419.35,-832.63,B,9
263,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/08/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 08.2026 IK,,469.42,-1302.05,B,9
264,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/08/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 08.2025 IK,,268.45,-1570.5,B,9
265,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,01/09/2025,8195742,BQ,EVI GAUSSENS FRAIS XG AOUT2 202 Doublon,169.98,,-1400.52,,9
266,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,01/09/2025,8197941,BQ,EVI STEPHANIE HOUVENAGHEL 22015492DXJ FRAIS SH AOU,268.45,,-1132.07,B,9
267,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,01/09/2025,8195390,BQ,EVI XAVIER GAUSSE?S 22015492DXJ FRAIS XG AOUT 2025,469.42,,-662.65,B,9
268,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,17/09/2025,W6EFOA5,BQ,VIR INST POUR ANTHONY GRANDCLEMENT RBRT FRAIS SEPT,800.16,,137.51,C,9
269,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,17/09/2025,W6EFOG4,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL RBRT FRAIS SEP,414.02,,551.53,C,9
270,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/09/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 09.2025 IK,,800.16,-248.63,C,9
271,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/09/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 09.2026 IK,,748.22,-996.85,C,9
272,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/09/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 09.2025 IK,,414.02,-1410.87,C,9
273,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,02/10/2025,W6HPPT6,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS XG SEPTEMBRE 2,748.22,,-662.65,C,9
274,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,10/10/2025,W6KCBXF,BQ,VIR INST POUR ANTHONY GRANDCLEMENT RBRT FRAIS OCT,809.63,,146.98,D,9
275,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,11/10/2025,W6KCGTY,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS OCT SARL,403.23,,550.21,E,9
276,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/10/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 10.2025 IK,,809.62,-259.41,D,9
277,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/10/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 10.2026 IK,,809.04,-1068.45,E,9
278,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/10/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 10.2025 IK,,403.23,-1471.68,E,9
279,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/10/2025,,OD,DIFF REGLT NTF,,0.01,-1471.69,D,9
280,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,10/11/2025,0553161,BQ,EVI XAVIER GAUSSENS 22015492DXJ FRAIS XAVIER OCTO,809.04,,-662.65,E,9
281,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,21/11/2025,W6T3899,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS NVB SARL,753.0,,90.35,E,9
282,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,21/11/2025,W6T38AC,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS NVB SARL,401.32,,491.67,E,9
283,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/11/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 11.2025 IK,,821.11,-329.44,,9
284,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/11/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 11.2025 IK,,753.0,-1082.44,E,9
285,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/11/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 11.2025 IK,,401.32,-1483.76,E,9
286,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,04/12/2025,W6WQ9GS,BQ,VIR INST GAUSSENS RBRT FRAIS NOV ECART AVEC FACT,772.04,,-711.72,,9
287,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,06/12/2025,,AC,"NOTE DE FRAIS ANTHONY G 12.2025 TRANSPORT ""RT""",,314.0,-1025.72,K,9
288,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,06/12/2025,W6X9X5F,BQ,VIR INST POUR ANTHONY GRANDCLEMENT RT,314.0,,-711.72,K,9
289,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,19/12/2025,W7071HX,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS DECEM IK,813.3,,101.58,F,9
290,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,19/12/2025,W7071J0,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS IK DECEM,401.2,,502.78,F,9
291,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/12/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 12.2025 IK,,755.41,-252.63,I,9
292,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/12/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 12.2025 IK,,401.2,-653.83,F,9
293,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/12/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 12.2025 IK,,813.3,-1467.13,F,9
294,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,05/01/2026,W742YHE,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS DEC SARL WE F,755.41,,-711.72,I,9
295,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,17/01/2026,W76YYF9,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS JANVIER I,806.23,,94.51,G,10
296,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,17/01/2026,W76YYG0,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS JANVIER,403.69,,498.2,G,10
297,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/01/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 01.2026 IK,,403.69,94.51,G,10
298,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/01/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 01.2026 IK,,806.23,-711.72,G,10
299,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/01/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 01.2026 IK,,542.69,-1254.41,G,10
300,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/01/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 01.2026 IK + MAT INF,,919.33,-2173.74,G,10
301,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,02/02/2026,W79VTYM,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS JANVIER SARL,919.33,,-1254.41,G,10
302,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,11/02/2026,W7CW6TV,BQ,VIR INST POUR MELANIE MARGUIN FRAIS JANV SARL WE,542.69,,-711.72,G,10
303,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,19/02/2026,W7EEUAW,BQ,VIR INST POUR PAULINE ZEH REMBOURSEMENT FRAIS BLAB,78.28,,-633.44,G,10
304,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,26/02/2026,W7FQ0OF,BQ,VIR INST DE SARL WE FORM IK FEV SARL WE FORM ANTH,833.12,,199.68,G,10
305,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,26/02/2026,W7FQ0Z3,BQ,VIR INST DE SARL WE FORM RBRT IK FEV SARL WE FORM,402.73,,602.41,G,10
306,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,28/02/2026,,AC,NOTE DE FRAIS PAULINE ZEH 02.2026 TRANSPORT,,78.28,524.13,G,10
307,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,28/02/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 02.2026 IK,,833.12,-308.99,G,10
308,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,28/02/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 02.2026 IK,,896.9,-1205.89,G,10
309,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,28/02/2026,,AC,NOTE DE FRAIS SHEPHANIE HOUVENAGHEL 02.2026 IK,,402.73,-1608.62,G,10
310,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,28/02/2026,W7GBDG3,BQ,VIR INST DE SARL WE FORM IK FEVRIER SARL WE FORM,896.9,,-711.72,G,10
311,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,12/03/2026,W7JU9PN,BQ,VIR INST DE SARL WE FORM NDF SEMINAIRE PARIS SARL,843.36,,131.64,G,10
312,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,15/03/2026,W7KH4ZT,BQ,VIR INST DE SARL WE FORM IK MARS SARL WE FORM ANT,841.79,,973.43,G,10
313,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,20/03/2026,W7LDEFI,BQ,VIR INST POUR ANTHONY GRANDCLEMENT IK THAON/BELFOR,449.0,,1422.43,G,10
314,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,26/03/2026,W7MJMXM,BQ,VIR INST DE SARL WE FORM IK MARS SARL WE FORM STE,402.63,,1825.06,G,10
315,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,26/03/2026,W7MJN2D,BQ,VIR INST POUR ANTHONY GRANDCLEMENT IK + HOTEL PARI,638.36,,2463.42,G,10
316,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 03.2026 IK,,173.57,2289.85,G,10
317,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS XAVIER GANSSENS 03.2026 IK,,893.34,1396.51,G,10
318,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,,843.36,553.15,G,10
319,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,,841.79,-288.64,G,10
320,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,,449.0,-737.64,G,10
321,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 03.2026 IK,,402.63,-1140.27,G,10
322,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/03/2026,,AC,NOTE DE FRAIS ANTHONY G 03.2026 LOGMT + TRANSPORT,,638.36,-1778.63,G,10
323,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,09/04/2026,W7QFX78,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS MARS SARL WE,893.34,,-885.29,G,10
324,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,09/04/2026,W7QFXDR,BQ,VIR INST POUR MELANIE MARGUIN FRAIS MARS SARL WE,173.57,,-711.72,G,10
325,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,15/04/2026,W7RS79X,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS AVRIL SAR,832.63,,120.91,H,10
326,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,18/04/2026,W7SEFTK,BQ,VIR INST POUR ANTHONY GRANDCLEMENT LOGICIEL IA APP,963.18,,1084.09,G,10
327,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,23/04/2026,W7T4OSP,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS AVRIL SA,403.63,,1487.72,G,10
328,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/04/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 04.2026 TRANSPO,,963.18,524.54,G,10
329,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/04/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 04.2026 IK,,403.63,120.91,G,11
330,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/04/2026,,AC,NOTE DE FRAIS PAULINE ZEH 04.2026 TRANSPORT,,85.79,35.12,I,11
331,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,12/05/2026,W7Y5C79,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS IK SARL,863.53,,898.65,I,11
332,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,13/05/2026,7035311,BQ,EVI PAULINE ZEH,85.79,,984.44,I,11
333,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,27/05/2026,W80UCSB,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL IK MAI SARL W,409.63,,1394.07,I,11
334,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 05.2026 IK,,192.06,1202.01,I,11
335,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 05.2026 IK,,851.85,350.16,I,11
336,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2026,,AC,NOTE DE FRAIS BAPTISTE DONIN 05.2026 IK,,418.2,-68.04,I,11
337,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 05.2026 IK,,863.53,-931.57,I,11
338,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/05/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 05.2026 IK,,409.63,-1341.2,I,11
339,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,03/06/2026,W82YE8F,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS MAI SARL WE F,851.85,,-489.35,I,11
340,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,03/06/2026,W82Z77Y,BQ,VIR INST POUR MELANIE MARGUIN FRAIS MAI SARL WE F,192.06,,-297.29,I,11
341,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,15/06/2026,W86DEQY,BQ,VIR INST POUR BAPTISTE DONIN FRAIS MAI SARL WE FO,418.2,,120.91,I,11
342,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,15/06/2026,W86DESO,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS JUIN SARL,903.36,,1024.27,I,11
343,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,15/06/2026,W86DEU4,BQ,VIR INST S. HOUVENAGHEL FRAIS JUIN PAS DE JUSTIF,436.39,,1460.66,,11
344,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/06/2026,,AC,NOTE DE FRAIS BAPTISTE DONIN 06.2026 IK,,382.65,1078.01,I,11
345,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,30/06/2026,,AC,NOTE DE FRAIS ANTHONY GRANCLEMENT 06.2026 IK,,903.36,174.65,I,11
346,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,07/07/2026,W8BRGI4,BQ,VIR INST POUR BAPTISTE DONIN FRAIS JUIN SARL WE F,382.65,,557.3,I,11
347,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,20/07/2026,W8EHKPT,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS JUILLET +,1963.0,,2520.3,I,11
348,FOURNISSEURS,FFRAIS,NOTE DE FRAIS,31/07/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 07.2026 IK,,1963.0,557.3,I,11
349,FOURNISSEURS,FFYGR,FYGR,02/07/2025,ACBYQVKS-0002,AC,FYGR LOGICIEL DE TRESO,,708.0,-708.0,A,11
350,FOURNISSEURS,FFYGR,FYGR,04/07/2025,009IKAE,BQ,PRLV SEPA FYGR SAS,708.0,,0.0,A,11
351,FOURNISSEURS,FGAMMA,GAMMA,17/04/2025,48E415AE-0001,AC,GAMMA,,86.38,-86.38,A,11
352,FOURNISSEURS,FGAMMA,GAMMA,20/05/2025,4665353,BQ,EVI XAVIER GAUSSENS FRAIS AVRIL,86.38,,0.0,A,11
353,FOURNISSEURS,FGAMMA,GAMMA,06/09/2025,,AC,GAMMA,,266.18,-266.18,B,11
354,FOURNISSEURS,FGAMMA,GAMMA,06/09/2025,W6C7R5I,BQ,VIR INST GAMMA.IO - CREATION DE PRESENTATIONS,266.18,,0.0,B,11
355,FOURNISSEURS,FGONZALEZ,GONZALEZ ANTONIN,10/02/2026,F2600005,AC,GONZALEZ ANTONIN,,2000.0,-2000.0,A,11
356,FOURNISSEURS,FGONZALEZ,GONZALEZ ANTONIN,17/02/2026,W7E1FVA,BQ,VIR INST POUR ANTONIN GONZALEZ PRESTA ANTONIN GRAP,2000.0,,0.0,A,11
